,0
1-643556695,False
1-643685369,False
1-643685396,False
1-643706642,False
1-643747498,False
1-643809664,False
1-644748889,False
1-644827840,False
1-644992956,True
1-647796802,False
1-647802297,False
1-647841758,False
1-647929267,True
1-648105181,False
1-648231508,True
1-648497601,False
1-648807492,False
1-648839266,False
1-648861744,False
1-649302225,True
1-649302263,False
1-649887393,False
1-649984202,False
1-650008427,False
1-650011031,False
1-650025535,True
1-650081295,False
1-650123293,False
1-650135511,True
1-650241321,True
1-650243662,False
1-650892393,False
1-651084211,False
1-651096273,False
1-651206715,False
1-651398271,False
1-651922251,False
1-651922470,False
1-651922594,False
1-651951532,False
1-652112015,True
1-652195634,False
1-652259831,False
1-652270498,False
1-652874271,False
1-652925445,False
1-652935537,False
1-653135006,True
1-653254236,False
1-653314473,False
1-653878594,False
1-653988751,True
1-653989471,True
1-654056225,True
1-654146231,False
1-654348241,False
1-654369162,True
1-654403938,False
1-655213351,False
1-655235043,True
1-655379467,False
1-655429981,False
1-655536176,False
1-655607132,False
1-655719611,False
1-655739451,False
1-656151409,True
1-656224707,False
1-656225465,False
1-656510751,True
1-656868426,False
1-657063150,False
1-657163590,False
1-657368644,False
1-657412381,False
1-657534681,False
1-657768145,False
1-657874936,False
1-657934265,False
1-658022616,False
1-658063672,True
1-658092528,False
1-658125909,False
1-658259614,False
1-658537939,False
1-658594692,False
1-658627294,False
1-658627419,False
1-658792860,False
1-659137375,False
1-659170761,False
1-659231191,False
1-659239126,False
1-659284621,False
1-659284863,False
1-659376592,False
1-659539868,False
1-659618631,False
1-659716213,False
1-659718901,False
1-659782951,True
1-659922661,False
1-659934601,False
1-660054568,True
1-660268091,False
1-660374694,False
1-660393401,False
1-660483225,False
1-660509893,False
1-660592931,False
1-660602952,False
1-660636558,False
1-660648920,False
1-660785867,False
1-660786538,False
1-660808741,True
1-660873096,False
1-660903884,False
1-660908181,True
1-660948681,False
1-660949435,False
1-660956878,False
1-661132868,True
1-661134924,False
1-661184751,False
1-661231558,True
1-661706786,True
1-662272981,False
1-662956121,False
1-663582660,False
1-663749238,False
1-663851111,False
1-663891165,True
1-664001411,False
1-664579051,False
1-664730121,False
1-664912261,True
1-669119156,False
1-669144071,False
1-669202942,False
1-669804759,False
1-670052598,False
1-670754761,False
1-671350354,False
1-671512033,False
1-671933304,False
1-672299434,False
1-672506739,False
1-672647650,False
1-672740630,False
1-672743704,False
1-672807011,False
1-672860819,False
1-672862385,False
1-672975080,False
1-673056371,False
1-673143636,False
1-673151866,False
1-673197539,False
1-673224718,True
1-673359575,True
1-673405851,False
1-673429845,False
1-673434441,False
1-673487817,False
1-675046360,False
1-675115616,False
1-675150191,True
1-675150672,False
1-675664904,True
1-675685459,False
1-675739721,False
1-675758382,False
1-675758444,True
1-675797761,False
1-675826063,False
1-675828021,False
1-677811170,False
1-678370811,False
1-678626550,False
1-678755621,False
1-679235759,False
1-681706381,False
1-681864502,False
1-681929091,False
1-682059903,False
1-682262974,False
1-682277823,True
1-682342767,False
1-682357851,True
1-682409211,False
1-682409241,False
1-683064635,False
1-683298971,False
1-683752875,False
1-684108661,False
1-684991415,False
1-685018675,False
1-685134878,True
1-685300128,True
1-686405886,False
1-686475951,True
1-686477306,False
1-686531969,False
1-686535660,False
1-686557724,False
1-686581779,True
1-686642441,True
1-686642543,False
1-686854421,False
1-686856862,False
1-686945977,False
1-686966285,False
1-687129760,True
1-687133944,False
1-687309895,False
1-687587336,False
1-687589251,True
1-687649700,False
1-687668119,False
1-687830906,False
1-688280019,False
1-688342754,False
1-688380091,False
1-688491391,False
1-688509388,False
1-688515611,False
1-688564654,False
1-688564824,False
1-688725917,False
1-689160381,False
1-689176751,False
1-689252781,False
1-689341321,False
1-689469104,True
1-689525975,True
1-690184941,False
1-690190570,False
1-690249637,False
1-690327801,False
1-690327837,False
1-690352118,False
1-690419865,True
1-690447511,True
1-690458151,True
1-690762471,False
1-690896014,True
1-690926911,False
1-690931471,False
1-691031201,True
1-691093464,False
1-691146566,False
1-691176158,False
1-691221687,False
1-691767241,False
1-691786096,False
1-691786330,False
1-691832225,False
1-692042197,False
1-692055495,False
1-692193396,False
1-692715494,False
1-692813576,False
1-692959195,False
1-693343054,False
1-693357728,False
1-693456968,False
1-693469757,False
1-693469771,False
1-693592211,True
1-693595112,False
1-693595201,False
1-693732401,True
1-693741781,False
1-693748777,False
1-693789171,True
1-693812929,False
1-693895885,False
1-693937519,False
1-694212171,False
1-694222066,False
1-694338411,False
1-694346343,True
1-694354058,False
1-694385837,False
1-694420679,False
1-694464235,True
1-694509209,False
1-694597155,False
1-694794065,False
1-694808152,False
1-694828073,False
1-694899814,False
1-694923791,False
1-695030407,False
1-695241661,False
1-695258011,False
1-695309312,False
1-695316021,False
1-695425289,False
1-695486321,False
1-695616474,True
1-695748265,False
1-695801720,False
1-695946177,False
1-696057890,False
1-696097603,True
1-696205828,False
1-696616111,True
1-696680265,False
1-696695427,False
1-696714411,False
1-696835891,False
1-696839978,False
1-696881965,False
1-696990621,False
1-697041731,True
1-697249225,True
1-697260307,False
1-697366925,False
1-697379551,False
1-697458590,False
1-697459701,False
1-697486903,True
1-697578650,False
1-697811404,False
1-697987547,True
1-698044001,True
1-698057087,False
1-698077265,False
1-698103331,False
1-698216063,False
1-698267095,False
1-698293715,True
1-698346154,False
1-698481972,False
1-698524631,False
1-698751834,False
1-698754281,True
1-698842669,False
1-698998499,False
1-699010040,False
1-699103215,True
1-699140595,False
1-699140847,False
1-699345697,False
1-699370863,False
1-699397256,False
1-699661601,False
1-699690829,True
1-699737259,False
1-700362905,False
1-700498223,False
1-700566882,False
1-700746442,True
1-700842031,False
1-700896142,True
1-701042928,False
1-701429911,False
1-701525462,False
1-701555158,False
1-701702621,False
1-701990311,True
1-702103380,False
1-702103398,False
1-702304430,False
1-702304580,True
1-702378632,False
1-702482271,False
1-702501021,False
1-702501138,True
1-702501532,False
1-702514881,False
1-702656292,False
1-702673026,True
1-703016242,False
1-703190797,False
1-703242211,False
1-703383433,False
1-703399394,False
1-703445951,False
1-703540157,False
1-703856779,False
1-703964203,False
1-703964563,False
1-704226142,True
1-704229584,False
1-704229602,False
1-704650867,True
1-704661542,True
1-704703712,True
1-704725301,True
1-704973871,False
1-704977245,False
1-705821921,True
1-705847575,False
1-706083257,False
1-706226212,False
1-706866666,False
1-706915611,False
1-706949124,False
1-706959641,False
1-706963013,False
1-706982877,False
1-706988783,False
1-707025161,False
1-707053152,False
1-707293328,False
1-707300171,False
1-707623601,False
1-707660543,False
1-707693471,False
1-707704098,False
1-707708844,False
1-707778891,False
1-708121948,True
1-708131711,False
1-708581207,False
1-708582598,False
1-708613661,False
1-708716045,False
1-708833963,False
1-709437431,False
1-709461909,True
1-709479221,False
1-709552565,False
1-709663551,False
1-709802751,True
1-709802861,True
1-710065204,False
1-710109531,False
1-710114300,False
1-710269195,False
1-712814266,True
1-712856449,False
1-712972277,False
1-713106267,False
1-715479377,True
1-715638561,False
1-715660478,False
1-715674227,False
1-715703591,False
1-715860062,False
1-716154984,True
1-716571976,True
1-717122893,False
1-717222893,True
1-717275094,True
1-717713590,True
1-717801169,False
1-717838591,False
1-717852570,False
1-718031374,False
1-718056641,False
1-718132104,True
1-718958603,False
1-718960811,False
1-718973785,False
1-719199254,False
1-719210927,False
1-719517578,True
1-719999163,False
1-720000146,False
1-720041655,False
1-720069371,False
1-720110557,False
1-720457477,False
1-722041657,False
1-722098557,False
1-722201158,True
1-722334217,False
1-722334434,True
1-722674364,True
1-722688743,True
1-722742993,True
1-726517211,False
1-726760342,True
1-726808501,False
1-728461114,False
1-728470722,False
1-728630851,False
1-728641711,False
1-728649379,False
1-729423803,False
1-729440922,True
1-729635576,False
1-729711756,False
1-729826369,False
1-729966151,False
1-730084841,False
1-730084875,False
1-730644447,True
1-730923421,True
1-730961258,False
1-731792664,True
1-731908702,False
1-732289301,False
1-732357301,False
1-733169018,True
1-733336456,False
1-733451291,False
1-733562890,True
1-733649220,False
1-734831769,False
1-734921423,False
1-735185827,False
1-735265367,True
1-735265425,False
1-735881798,False
1-736351127,False
1-736351222,False
1-736392818,False
1-736474918,False
1-736492457,False
1-737341073,False
1-738626601,False
1-738820974,False
1-739307829,True
1-739606545,False
1-739695919,False
1-740409214,False
1-740676462,False
1-741495923,True
1-741753047,False
1-741758638,False
1-741807021,False
1-741987554,True
1-741995108,False
1-741995344,False
1-742216614,False
1-742296921,True
1-742383139,False
1-742397728,False
1-742833777,False
1-742929685,False
1-743659911,False
1-743923075,False
1-744020867,False
1-744096281,False
1-744436513,False
1-744436815,False
1-744436853,True
1-744771526,True
1-744812279,False
1-744867338,False
1-744961184,False
1-744961783,False
1-745176353,False
1-745323752,True
1-745528120,False
1-745590142,True
1-745630444,False
1-745791842,False
1-745941359,False
1-746011641,False
1-746123906,False
1-746191809,False
1-746205481,False
1-746374026,True
1-746662247,False
1-746662619,False
1-746969187,False
1-746969236,False
1-747147608,True
1-747373035,False
1-747680998,True
1-747810698,True
1-748204098,False
1-748384181,False
1-748438405,False
1-748680387,True
1-748850514,True
1-749012057,True
1-749747547,False
1-750161066,False
1-751002678,False
1-751006831,False
1-751378836,False
1-751622091,False
1-752067921,False
1-752134249,True
1-752600115,True
1-752835764,False
