,0
1-698487635,False
1-698555281,True
1-698572466,False
1-698843072,False
1-698990450,False
1-699016718,False
1-699103686,False
1-699262145,False
1-699297808,False
1-699344291,False
1-699545679,True
1-699557832,False
1-699617036,False
1-699655497,True
1-699703931,True
1-699719677,False
1-699750568,True
1-699989926,False
1-700135371,True
1-700161985,True
1-700205396,False
1-700245581,False
1-700300604,False
1-700356558,True
1-700370143,False
1-700427997,False
1-700431220,True
1-700466198,False
1-700466740,False
1-700563427,False
1-700591261,False
1-700822736,False
1-700826141,False
1-700955144,False
1-701147913,False
1-701284355,False
1-701412801,False
1-701488609,False
1-701567557,False
1-701687914,False
1-701688007,False
1-701799752,True
1-701820421,True
1-702316147,False
1-702542377,False
1-702551585,False
1-702586831,False
1-702667331,False
1-703146498,False
1-703263656,False
1-703279569,False
1-703368981,False
1-703430111,False
1-703433841,False
1-703547921,False
1-703888972,False
1-703940589,False
1-703995711,False
1-703999194,False
1-704030543,False
1-704051851,False
1-704096711,True
1-704155821,True
1-704163965,False
1-704194471,True
1-704218008,False
1-704223291,False
1-704275949,False
1-704682611,False
1-704747578,False
1-704804641,False
1-704849848,False
1-704868231,False
1-704940021,False
1-704946941,False
1-704985732,False
1-705039067,False
1-705039821,False
1-705050337,False
1-705084201,False
1-705164933,False
1-705201889,False
1-705739949,False
1-705770183,False
1-705791051,False
1-705791341,False
1-705845431,False
1-705847078,False
1-705847232,False
1-705895959,True
1-705901284,False
1-705937016,False
1-705976449,False
1-705991296,False
1-706022221,False
1-706095828,False
1-706148201,False
1-706158289,False
1-706221211,False
1-706221681,True
1-706532382,True
1-706532431,False
1-706675514,False
1-706700376,False
1-706844801,False
1-706845546,False
1-706880563,False
1-706983808,False
1-706996552,True
1-707167142,False
1-707196413,False
1-707214451,False
1-707231563,False
1-707253770,False
1-707295006,True
1-707613853,False
1-707644921,False
1-707689061,False
1-707771775,False
1-707802351,False
1-707807221,False
1-707854303,False
1-707933295,False
1-707939234,False
1-707991342,False
1-708029447,False
1-708059841,False
1-708116781,False
1-708116786,False
1-708177338,False
1-708505881,False
1-708524564,False
1-708526701,False
1-708529881,False
1-708573022,False
1-708577179,False
1-708587941,False
1-708588651,True
1-708605704,True
1-708618611,False
1-708621071,False
1-708621211,False
1-708621216,False
1-708625573,False
1-708654057,False
1-708654206,False
1-708654452,False
1-708674093,False
1-708824660,True
1-708840091,False
1-708840281,False
1-708840891,False
1-708879965,False
1-708954745,False
1-709023396,False
1-709033790,False
1-709073301,False
1-709073651,False
1-709167822,True
1-709437564,False
1-709456716,False
1-709465778,False
1-709477967,False
1-709496690,True
1-709502283,False
1-709504717,False
1-709505128,False
1-709542591,False
1-709544188,False
1-709557170,False
1-709563207,False
1-709563537,True
1-709663406,False
1-709707903,False
1-709715968,False
1-709758563,False
1-709769982,False
1-709804068,False
1-709831036,False
1-709844441,False
1-710083211,False
1-710083501,False
1-710083691,False
1-710083831,False
1-710133933,False
1-710177495,True
1-710211491,False
1-710248131,False
1-712880822,False
1-712891909,False
1-712901719,False
1-712908376,False
1-712916847,False
1-712916876,False
1-712942400,False
1-712950734,False
1-712979761,False
1-713046754,False
1-713472354,False
1-713472661,False
1-713520241,True
1-715404545,False
1-715416221,False
1-715416771,False
1-715437063,True
1-715439170,False
1-715505142,False
1-715505758,False
1-715628657,False
1-715641871,False
1-715642734,False
1-715658220,False
1-715673631,False
1-715677131,False
1-715689451,False
1-715704641,False
1-715713221,False
1-715724341,False
1-715731471,False
1-715739627,False
1-715753705,False
1-715780861,False
1-715819222,False
1-715860853,False
1-715927090,False
1-715977583,False
1-716035538,False
1-716092458,False
1-716114500,False
1-716164282,False
1-716195100,False
1-716202992,False
1-716215673,False
1-716219287,False
1-716221928,False
1-716224739,False
1-716234193,False
1-716234358,False
1-716289998,False
1-716290816,True
1-716294642,False
1-716331563,False
1-716381288,False
1-716409968,False
1-716410137,False
1-716410529,False
1-716425334,False
1-716445231,False
1-716466808,True
1-716467704,False
1-716473461,False
1-716510112,False
1-716530349,False
1-716547687,False
1-716584541,False
1-716584881,False
1-716587209,False
1-716629872,False
1-716650567,False
1-716650593,False
1-716688713,False
1-716689691,True
1-716949717,False
1-716962496,False
1-716981483,False
1-716989377,False
1-717021893,False
1-717027282,False
1-717067711,False
1-717113861,False
1-717126508,False
1-717137957,False
1-717173812,False
1-717197709,False
1-717207263,False
1-717210101,False
1-717227518,False
1-717228961,False
1-717275031,False
1-717283611,False
1-717331011,False
1-717333026,False
1-717397801,False
1-717413361,False
1-717419109,False
1-717431477,False
1-717446378,False
1-717491930,False
1-717684213,False
1-717714208,False
1-717717559,False
1-717720404,False
1-717726137,False
1-717764374,False
1-717770354,False
1-717795233,False
1-717799091,False
1-717837851,False
1-717843904,False
1-717845096,False
1-717854005,False
1-717901005,False
1-717914963,False
1-717915624,False
1-717918204,False
1-717918214,True
1-717954369,False
1-717971591,False
1-717977915,False
1-717979241,False
1-718004998,False
1-718005400,False
1-718021221,False
1-718028943,False
1-718032180,False
1-718038855,False
1-718043945,False
1-718089090,False
1-718100518,False
1-718132991,False
1-718133341,False
1-718151332,False
1-718162127,True
1-718915746,False
1-718965291,False
1-718977997,False
1-718997398,False
1-719009547,False
1-719035508,False
1-719042888,True
1-719069585,False
1-719110506,False
1-719114721,True
1-719156663,False
1-719171201,False
1-719171221,False
1-719171831,False
1-719199551,False
1-719204935,False
1-719232179,True
1-719232890,False
1-719240042,False
1-719251456,False
1-719257516,False
1-719272244,False
1-719278453,False
1-719278949,False
1-719283506,False
1-719317155,False
1-719343054,False
1-719365340,False
1-719368467,False
1-719376891,False
1-719396793,False
1-719401266,False
1-719410841,False
1-719417071,False
1-719418321,True
1-719427538,False
1-719457882,False
1-719494184,False
1-719527281,False
1-719527701,False
1-719545691,False
1-719557568,False
1-719557848,False
1-719562894,False
1-719564142,False
1-719570805,True
1-719604235,False
1-719999107,False
1-719999555,False
1-720001688,False
1-720016461,False
1-720020557,False
1-720038450,False
1-720050050,True
1-720058448,False
1-720069769,False
1-720106082,False
1-720110782,False
1-720113580,False
1-720120744,False
1-720121244,False
1-720123132,False
1-720132322,False
1-720136396,False
1-720136845,False
1-720139895,False
1-720148628,False
1-720162489,False
1-720183338,False
1-720204222,False
1-720205701,True
1-720206203,False
1-720210419,False
1-720236091,False
1-720236793,False
1-720238081,False
1-720238521,False
1-720238611,False
1-720256656,False
1-720284313,False
1-720284411,False
1-720286653,False
1-720286781,False
1-720293692,False
1-720303301,False
1-720314291,False
1-720344447,False
1-720348105,False
1-720382341,False
1-720382501,False
1-720395521,False
1-720397707,False
1-720399249,False
1-720413010,False
1-720431324,False
1-720444903,True
1-720467504,False
1-720472166,False
1-720472355,False
1-720480174,False
1-720521568,True
1-720573655,False
1-720600393,False
1-720602934,False
1-720625387,False
1-722011393,False
1-722015518,False
1-722019330,False
1-722031971,False
1-722032861,False
1-722036421,False
1-722037671,False
1-722043575,False
1-722053011,False
1-722064650,False
1-722070899,True
1-722082563,False
1-722087493,False
1-722100455,False
1-722103115,False
1-722103633,False
1-722135071,False
1-722135191,False
1-722135421,False
1-722180065,False
1-722180141,False
1-722195560,False
1-722199228,False
1-722201622,False
1-722206475,True
1-722223033,False
1-722240826,False
1-722242703,False
1-722244560,False
1-722261790,False
1-722273075,False
1-722293660,False
1-722299587,False
1-722306467,False
1-722332101,False
1-722362086,False
1-722385327,False
1-722386222,True
1-722386268,False
1-722388008,False
1-722393548,False
1-722398871,False
1-722410869,False
1-722410885,True
1-722415150,False
1-722446422,True
1-722446651,False
1-722456527,False
1-722456790,False
1-722457895,False
1-722464062,False
1-722485381,False
1-722499503,False
1-722514203,False
1-722535466,False
1-722551539,False
1-722557526,False
1-722557908,False
1-722563391,False
1-722563431,False
1-722563671,True
1-722563681,False
1-722568166,False
1-722576991,False
1-722577251,False
1-722577581,False
1-722579031,False
1-722579712,False
1-722586342,False
1-722591617,False
1-722603802,False
1-722633677,True
1-722653227,False
1-722676283,False
1-722676834,False
1-722682307,False
1-722698931,False
1-722699121,False
1-722699381,False
1-722751796,False
1-722774781,False
1-722800373,False
1-722802882,False
1-724993372,False
1-726519362,False
1-726519612,False
1-726521429,True
1-726528936,False
1-726528943,False
1-726530157,False
1-726532802,False
1-726532876,False
1-726533201,False
1-726537852,True
1-726546276,False
1-726546740,False
1-726552311,False
1-726554431,True
1-726576082,False
1-726614295,False
1-726625483,False
1-726625502,True
1-726637105,False
1-726667991,False
1-726668161,False
1-726695193,False
1-726696979,False
1-726712611,False
1-726729135,False
1-726747811,False
1-726754037,False
1-726769441,False
1-726777605,False
1-726777620,False
1-726797367,False
1-726829050,False
1-726834518,False
1-726844205,False
1-726889557,False
1-726893941,False
1-726893951,False
1-726894642,False
1-726894711,False
1-726894731,False
1-726896681,False
1-726907941,False
1-726908351,True
1-726908461,False
1-726908881,False
1-726913671,False
1-726921727,False
1-726923786,False
1-726936962,False
1-726943514,False
1-726974974,False
1-726977591,False
1-726993271,False
1-726994871,False
1-727013401,True
1-727021332,False
1-727029406,False
1-727049292,False
1-727074774,False
1-727104891,False
1-727108464,False
1-727113589,False
1-727123066,False
1-727152027,False
1-727155202,False
1-727165553,False
1-727176381,False
1-727217586,False
1-727224498,False
1-728176584,False
1-728181260,False
1-728186504,False
1-728186672,False
1-728236947,False
1-728245797,False
1-728256681,False
1-728261550,False
1-728261720,False
1-728268983,False
1-728269093,False
1-728288484,False
1-728290131,False
1-728290611,False
1-728292674,False
1-728308361,False
1-728309860,False
1-728318565,False
1-728326523,False
1-728338521,False
1-728338595,False
1-728372131,False
1-728375012,False
1-728380041,True
1-728380361,False
1-728380451,False
1-728380521,False
1-728401991,False
1-728402231,True
1-728408911,True
1-728409061,False
1-728412968,False
1-728418011,False
1-728423732,False
1-728429599,False
1-728429698,False
1-728449782,False
1-728463083,False
1-728466992,False
1-728471269,False
1-728476062,False
1-728479140,False
1-728479661,False
1-728480859,False
1-728515380,False
1-728515447,False
1-728516315,False
1-728516690,False
1-728549796,False
1-728558963,False
1-728564933,False
1-728565252,False
1-728567120,False
1-728567187,False
1-728567806,False
1-728574390,False
1-728595344,False
1-728604095,False
1-728604558,False
1-728609400,False
1-728617580,False
1-728627978,False
1-728628057,False
1-728641783,False
1-728700188,False
1-728722906,False
1-728728162,False
1-728737339,False
1-728749040,False
1-728749109,False
1-728768797,False
1-728774979,False
1-728827701,False
1-729074991,False
1-729075211,False
1-729080926,False
1-729082121,False
1-729082236,False
1-729082701,False
1-729082871,True
1-729083781,False
1-729097375,True
1-729244882,False
1-729249186,False
1-729256121,False
1-729256251,False
1-729256531,False
1-729256831,False
1-729256851,False
1-729256882,False
1-729275172,False
1-729275419,False
1-729278754,False
1-729312244,False
1-729312873,False
1-729315061,False
1-729315411,False
1-729315431,True
1-729317695,False
1-729337282,False
1-729345302,False
1-729347720,False
1-729349281,False
1-729349739,False
1-729351021,False
1-729351591,False
1-729351752,False
1-729351761,False
1-729356801,True
1-729358683,True
1-729358866,False
1-729360965,False
1-729363660,False
1-729371940,False
1-729381438,False
1-729406081,False
1-729406281,True
1-729406311,False
1-729406661,False
1-729407452,False
1-729413423,False
1-729423171,False
1-729423561,False
1-729424427,False
1-729424771,False
1-729440375,False
1-729441271,False
1-729441801,True
1-729447885,False
1-729454597,False
1-729455114,False
1-729455355,False
1-729456199,False
1-729462951,False
1-729463071,False
1-729463251,False
1-729463281,False
1-729463311,False
1-729463386,True
1-729463401,False
1-729463406,False
1-729463411,False
1-729463491,False
1-729463651,False
1-729463671,False
1-729463721,False
1-729463741,False
1-729463771,False
1-729463781,False
1-729463821,False
1-729463831,False
1-729463861,True
1-729468185,False
1-729473091,False
1-729473517,False
1-729482553,False
1-729495122,False
1-729497222,True
1-729510095,False
1-729510194,False
1-729512860,False
1-729513010,False
1-729519381,False
1-729519781,False
1-729523637,False
1-729527202,False
1-729536403,False
1-729556366,False
1-729564375,False
1-729564393,False
1-729580884,False
1-729585074,False
1-729586865,True
1-729593276,False
1-729598821,False
1-729610251,False
1-729615221,False
1-729616611,True
1-729639068,False
1-729642101,False
1-729642261,False
1-729642342,True
1-729650335,False
1-729654566,False
1-729659065,False
1-729659209,False
1-729659239,False
1-729660704,False
1-729681899,False
1-729683700,False
1-729692250,False
1-729696910,False
1-729696957,False
1-729697264,False
1-729697406,False
1-729697514,False
1-729701261,False
1-729703611,False
1-729707456,False
1-729710911,False
1-729722696,False
1-729724503,False
1-729724548,False
1-729732469,False
1-729735075,False
1-729737371,False
1-729748001,True
1-729748027,False
1-729748248,False
1-729751751,False
1-729753991,False
1-729765503,False
1-729769620,True
1-729769884,False
1-729770216,False
1-729771165,False
1-729775220,False
1-729775808,True
1-729781437,False
1-729781697,False
1-729783786,False
1-729794376,True
1-729799491,False
1-729802083,False
1-729802209,False
1-729802236,False
1-729806213,False
1-729809195,False
1-729809514,False
1-729814049,False
1-729820704,False
1-729820770,False
1-729823831,False
1-729825014,False
1-729826503,False
1-729830322,False
1-729843994,False
1-729844109,False
1-729857533,False
1-729866114,False
1-729870359,False
1-729890136,False
1-729893383,False
1-729896421,False
1-729905093,False
1-729905491,True
1-729910993,False
1-729913537,False
1-729913690,False
1-729955753,False
1-730005931,False
1-730018116,False
1-730030995,False
1-730035461,False
1-730040641,False
1-730040885,False
1-730042386,False
1-730054339,False
1-730065800,False
1-730067183,True
1-730067309,False
1-730068930,True
1-730069431,True
1-730069683,True
1-730071292,False
1-730071341,False
1-730071391,False
1-730071581,False
1-730071611,False
1-730071731,False
1-730071791,False
1-730071831,True
1-730077100,False
1-730080969,False
1-730081404,False
1-730081514,False
1-730081747,False
1-730082325,False
1-730084493,False
1-730110101,False
1-730126971,False
1-730126981,False
1-730127001,True
1-730127111,False
1-730127251,False
1-730127301,False
1-730127321,False
1-730127381,False
1-730129661,True
1-730130539,False
1-730177483,False
1-730188780,False
1-730497354,False
1-730497866,False
1-730502433,False
1-730509302,False
1-730509416,False
1-730509461,False
1-730509773,False
1-730515189,False
1-730515574,False
1-730520519,False
1-730522301,False
1-730528304,False
1-730529203,False
1-730533489,False
1-730540985,False
1-730550464,False
1-730550796,False
1-730561221,False
1-730561693,False
1-730589165,True
1-730589790,False
1-730604741,False
1-730607446,False
1-730607592,False
1-730620137,False
1-730624890,False
1-730628190,False
1-730640484,False
1-730641578,True
1-730644761,False
1-730655295,False
1-730655355,False
1-730655701,False
1-730661521,False
1-730661532,False
1-730661976,False
1-730662807,False
1-730664821,False
1-730683686,False
1-730683794,False
1-730687426,False
1-730692155,False
1-730692332,False
1-730692683,False
1-730693647,False
1-730694495,False
1-730697741,False
1-730698085,False
1-730698833,False
1-730700447,True
1-730736338,False
1-730737297,False
1-730757694,False
1-730760509,True
1-730760683,False
1-730760715,False
1-730768526,False
1-730772841,False
1-730780976,False
1-730784738,True
1-730788530,False
1-730795246,False
1-730802686,True
1-730811397,False
1-730811465,False
1-730812766,True
1-730829508,False
1-730833007,False
1-730833132,False
1-730835168,False
1-730835217,False
1-730858110,False
1-730872746,False
1-730884191,False
1-730887476,False
1-730901191,False
1-730901311,False
1-730901381,False
1-730901481,False
1-730901831,True
1-730901851,False
1-730901861,False
1-730901866,False
1-730901884,False
1-730919441,False
1-730919669,False
1-730952971,False
1-730954381,False
1-730957378,False
1-730957431,False
1-730957669,False
1-730959490,False
1-730960949,False
1-730968951,False
1-730969091,False
1-730969141,False
1-730969181,False
1-730969191,False
1-730969241,False
1-730969281,False
1-730969321,False
1-730969381,False
1-730969511,True
1-730969611,True
1-730969651,False
1-730969661,False
1-730969711,False
1-730969751,True
1-730969761,False
1-730969852,True
1-730975016,False
1-730975807,False
1-730992013,False
1-730992516,False
1-730997166,False
1-730997865,False
1-731025329,False
1-731050483,False
1-731050573,False
1-731064118,False
1-731064788,False
1-731064951,False
1-731065059,False
1-731065133,False
1-731065533,False
1-731069701,False
1-731073050,True
1-731088011,False
1-731088401,False
1-731094128,False
1-731094429,False
1-731094556,False
1-731100012,True
1-731100744,False
1-731102081,False
1-731102310,False
1-731113654,False
1-731117221,False
1-731123267,False
1-731134946,False
1-731135262,False
1-731142213,False
1-731142897,False
1-731147913,False
1-731151185,True
1-731154311,False
1-731154499,False
1-731154856,False
1-731157379,False
1-731157904,False
1-731170911,False
1-731177370,False
1-731182383,False
1-731182527,False
1-731188940,False
1-731208499,False
1-731218589,False
1-731228360,False
1-731233155,False
1-731235386,True
1-731235536,False
1-731241891,False
1-731266446,False
1-731269853,True
1-731273458,False
1-731276604,False
1-731276779,False
1-731278533,True
1-731330695,False
1-731333657,False
1-731333810,False
1-731334678,False
1-731336210,False
1-731341641,False
1-731342385,False
1-731382356,False
1-731382414,False
1-731439432,True
1-731439441,False
1-731439460,False
1-731764032,False
1-731764304,False
1-731766006,False
1-731779343,False
1-731779791,False
1-731780971,False
1-731792134,False
1-731802464,False
1-731802560,False
1-731809381,False
1-731814081,False
1-731814945,False
1-731815411,False
1-731816225,False
1-731818398,True
1-731818521,False
1-731829901,False
1-731829921,True
1-731829961,False
1-731830011,False
1-731830081,False
1-731830101,False
1-731830131,False
1-731830141,False
1-731830151,False
1-731830191,False
1-731830321,False
1-731830361,False
1-731830451,False
1-731830821,False
1-731830871,False
1-731831585,False
1-731840332,False
1-731840730,False
1-731849320,False
1-731853306,False
1-731853501,False
1-731861414,False
1-731868901,True
1-731868931,False
1-731868981,False
1-731869101,False
1-731869211,False
1-731869271,True
1-731869361,False
1-731869391,False
1-731869451,False
1-731869491,False
1-731869581,False
1-731869591,False
1-731869641,False
1-731869661,True
1-731869721,False
1-731869752,False
1-731871593,True
1-731879687,False
1-731886981,False
1-731887861,False
1-731888911,False
1-731890914,False
1-731896377,False
1-731896824,False
1-731897193,False
1-731913720,False
1-731923244,False
1-731925995,False
1-731926201,False
1-731937914,False
1-731945940,False
1-731950209,False
1-731965990,False
1-731966140,False
1-731966686,False
1-731967683,False
1-731970581,False
1-731970710,False
1-731984877,False
1-731991552,False
1-731996648,False
1-732011816,True
1-732011856,True
1-732013295,False
1-732017153,False
1-732018081,False
1-732018131,False
1-732022076,False
1-732024480,False
1-732024939,False
1-732025104,False
1-732025285,False
1-732026980,False
1-732027653,False
1-732030161,False
1-732030201,False
1-732030211,False
1-732030331,False
1-732030831,False
1-732061548,False
1-732061858,False
1-732062676,False
1-732067929,False
1-732068791,False
1-732073496,False
1-732081952,False
1-732088178,True
1-732095030,False
1-732095248,False
1-732098363,True
1-732099191,False
1-732110977,False
1-732111330,False
1-732115634,False
1-732121564,False
1-732124409,False
1-732137688,False
1-732139419,True
1-732143130,False
1-732145234,False
1-732157096,False
1-732161757,False
1-732163361,False
1-732171009,False
1-732173481,False
1-732173541,False
1-732174599,False
1-732177911,False
1-732179211,False
1-732179268,False
1-732179287,False
1-732185768,False
1-732193663,False
1-732196939,False
1-732199958,False
1-732201078,False
1-732202373,False
1-732202511,False
1-732203933,True
1-732205269,False
1-732211941,False
1-732211961,False
1-732212091,False
1-732212111,False
1-732212211,False
1-732212231,False
1-732212241,False
1-732212251,False
1-732212261,False
1-732212661,False
1-732212691,False
1-732212731,False
1-732212791,False
1-732212891,False
1-732218598,False
1-732218663,False
1-732219471,True
1-732223113,False
1-732224539,False
1-732226133,False
1-732228413,False
1-732229387,False
1-732229669,False
1-732229853,False
1-732240803,True
1-732247638,False
1-732251191,True
1-732251858,False
1-732254715,False
1-732259171,False
1-732259271,False
1-732259291,False
1-732259341,False
1-732259491,False
1-732259521,False
1-732261051,False
1-732261291,False
1-732261411,False
1-732261521,False
1-732261561,False
1-732261891,False
1-732279953,False
1-732282433,False
1-732289131,False
1-732289335,False
1-732289939,False
1-732296918,False
1-732297422,False
1-732297766,False
1-732297859,False
1-732297896,False
1-732309611,False
1-732316871,False
1-732325815,True
1-732332311,False
1-732335159,False
1-732335513,False
1-732348420,False
1-732357562,False
1-732359781,False
1-732361418,False
1-732361737,False
1-732378982,False
1-732385994,True
1-732391464,False
1-732394151,False
1-732419012,False
1-732424301,False
1-732425275,False
1-732439433,False
1-732439530,False
1-732447930,False
1-732451728,False
1-732451794,False
1-732455631,True
1-732463205,False
1-732469360,False
1-732469478,False
1-732473167,True
1-732525291,False
1-732526526,False
1-732851321,False
1-732852191,False
1-732855871,False
1-732862874,False
1-732863332,False
1-732867372,False
1-732869294,False
1-732869889,False
1-732875748,False
1-732877003,False
1-732883071,False
1-732884421,False
1-732885906,False
1-732886198,False
1-732886222,True
1-732886890,True
1-732892174,False
1-732892273,False
1-732892779,True
1-732893406,False
1-732895470,False
1-732895541,False
1-732899659,False
1-732899879,False
1-732904675,False
1-732909375,False
1-732909606,False
1-732923380,False
1-732933421,False
1-732936005,False
1-732942420,False
1-732942791,False
1-732943705,False
1-732949234,False
1-732949351,False
1-732958303,False
1-732960195,False
1-732967688,True
1-732970482,False
1-732970505,False
1-732970553,True
1-732972251,False
1-732984553,True
1-732987137,False
1-733001687,False
1-733009526,False
1-733022791,False
1-733033210,False
1-733037955,False
1-733055291,False
1-733062601,False
1-733072511,False
1-733073241,True
1-733073251,False
1-733073371,False
1-733073481,False
1-733073501,False
1-733073541,False
1-733073641,False
1-733073791,False
1-733075475,False
1-733075652,False
1-733075863,True
1-733076472,False
1-733076551,False
1-733076651,False
1-733076791,False
1-733076851,True
1-733076861,False
1-733076871,False
1-733078021,False
1-733078101,False
1-733081574,False
1-733082240,False
1-733083240,False
1-733083929,False
1-733084555,False
1-733084819,False
1-733096851,False
1-733111867,False
1-733115300,False
1-733115976,False
1-733120018,False
1-733120074,False
1-733123088,True
1-733131099,False
1-733135051,False
1-733135172,False
1-733141096,False
1-733158183,False
1-733158397,True
1-733161095,True
1-733161610,False
1-733164001,False
1-733174377,False
1-733177423,False
1-733178699,False
1-733196361,False
1-733198236,True
1-733199874,False
1-733199887,False
1-733202134,False
1-733207651,True
1-733208951,False
1-733209061,False
1-733209121,False
1-733209141,False
1-733209231,False
1-733209291,False
1-733209301,False
1-733209371,False
1-733209431,False
1-733209481,False
1-733209501,False
1-733209551,False
1-733209761,False
1-733209881,False
1-733211401,False
1-733240253,True
1-733240337,False
1-733240459,False
1-733240668,False
1-733242265,False
1-733242301,False
1-733242367,False
1-733244079,False
1-733244535,False
1-733249884,False
1-733250511,False
1-733251971,True
1-733252138,False
1-733252212,False
1-733252314,False
1-733252403,False
1-733254575,False
1-733265984,True
1-733266204,False
1-733266236,False
1-733271357,False
1-733272407,False
1-733272495,False
1-733279756,False
1-733286591,False
1-733290992,False
1-733293251,False
1-733301711,False
1-733302363,False
1-733302878,False
1-733302992,False
1-733318093,False
1-733319481,False
1-733325188,False
1-733336652,False
1-733337683,False
1-733338481,False
1-733338744,False
1-733341857,False
1-733345605,False
1-733348356,False
1-733348462,False
1-733348917,False
1-733348922,False
1-733350311,False
1-733350721,False
1-733357099,False
1-733360125,False
1-733360682,False
1-733362771,False
1-733364740,False
1-733368557,False
1-733368900,False
1-733372160,False
1-733372382,False
1-733381485,False
1-733389423,False
1-733393162,False
1-733405424,False
1-733408351,False
1-733413965,False
1-733414248,False
1-733418076,False
1-733420258,False
1-733424129,False
1-733442303,False
1-733443560,False
1-733449199,False
1-733449471,False
1-733456610,False
1-733469984,False
1-733471771,False
1-733471834,False
1-733474451,False
1-733478032,False
1-733478789,False
1-733482215,False
1-733482558,False
1-733485051,False
1-733485346,False
1-733498926,False
1-733511386,False
1-733527715,False
1-733527806,False
1-733536755,False
1-733539596,False
1-733547550,False
1-733549283,False
1-733552642,False
1-733556566,False
1-733556791,False
1-733561308,False
1-733561499,False
1-733561635,False
1-733561927,False
1-733561941,False
1-733563537,False
1-733565953,False
1-733566832,False
1-733613370,False
1-733614122,False
1-733648964,True
1-733649307,False
1-734030508,False
1-734658425,False
1-734659103,False
1-734659114,False
1-734659175,False
1-734664925,False
1-734665561,False
1-734666685,False
1-734666802,False
1-734668082,True
1-734668261,False
1-734671867,False
1-734672911,False
1-734672931,False
1-734673191,True
1-734673221,True
1-734673251,False
1-734673331,False
1-734673351,False
1-734673391,False
1-734673421,False
1-734673431,False
1-734673451,False
1-734673481,False
1-734673532,False
1-734673561,True
1-734673591,False
1-734673821,True
